geneID,morans_index,pvalue
DjGI010629_001,0.26440994375933335,0
DjGI010645_001,0.030618802133137293,4.5818965903426036e-163
DjGI010651_001,0.2856535333917722,0
DjGI010853_001,0.26845833971681804,0
DjGI010970_001,0.21152359639580717,0
DjGI011005_001,0.08567625031583347,0
DjGI011009_001,0.2549982479147915,0
DjGI011139_001,0.3083811637837902,0
DjGI011151_001,0.27592688528730447,0
DjGI011351_001,0.1540965894854907,0
DjGI011447_001,0.25755863920504896,0
DjGI011591_001,0.00508359085553073,2.371557727284952e-6
DjGI012285_001,0.29068604088654776,0
DjGI012425_001,0.0018029670884617713,0.04279504836139797
DjGI012432_001,0.053991835502146486,0
DjGI012446_001,NA,NA
DjGI012459_001,0.20630374381283492,0
DjGI012716_001,0.017353698430007256,9.170302365570442e-54
DjGI012893_001,0.22716105738553374,0
DjGI012904_001,0.016228637745357582,1.5342478184142e-50
DjGI013083_001,0.23350686099728313,0
DjGI013223_001,0.3374559845064442,0
DjGI013288_001,0.02975061551590394,2.292866068739917e-183
DjGI013678_001,0.17869916724833676,0
DjGI013805_001,0.28061497284990716,0
DjGI014492_001,0.12122846476711328,0
DjGI014524_001,0.20129099375164966,0
DjGI014619_001,0.26044831337917296,0
DjGI014833_001,0.11598680828633498,0
DjGI015284_001,0.2950650458108354,0
DjGI016248_001,0.03820587400574565,0
DjGI016475_001,NA,NA
DjGI016672_001,0.018580772865790917,2.889333791199425e-58
DjGI017008_001,0.21556368662135938,0
DjGI017033_001,0.22159707358802244,0
DjGI017795_001,0.022606873093754098,3.286856480183808e-117
DjGI017799_001,0.06963887224819977,0
DjGI017809_001,NA,NA
DjGI017810_001,0.17261383829412544,0
DjGI018292_001,0.056872226657529654,0
DjGI018373_001,NA,NA
DjGI019095_001,0.2018788618947224,0
DjGI019398_001,0.39660000063094214,0
